solver,instance,status,objval_reported,objbound,solvertime,totaltime,filename,objval_solution,max_linear_violation,max_soc_violation,max_socrot_violation,validator_status,validator_objval,solvers_gap,validation_gap,gap_ratio,optimal_and_badgap,bad_viol,now_optimal
PAJ_NEW_MSD_CPLEX_tols_MOSEK,tls2.cbf,Optimal,5.3,5.3,0.025084019,0.025693178,PAJ_NEW_MSD_CPLEX_tols_MOSEK.tls2.txt,5.3,0,6.09E-07,0,Optimal,5.3,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,estein4_nr22.cbf,Optimal,0.503286176,0.503286176,0.036695004,0.036852121,PAJ_NEW_MSD_CPLEX_tols_MOSEK.estein4_nr22.txt,0.503286176,5.55E-17,6.02E-07,0,Optimal,0.50328619,0.00E+00,2.92E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,estein4_A.cbf,Optimal,0.801365495,0.801365495,0.040441036,0.040601015,PAJ_NEW_MSD_CPLEX_tols_MOSEK.estein4_A.txt,0.801365495,2.78E-17,5.98E-07,0,Optimal,0.801365501,0.00E+00,7.23E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0304m.cbf,Optimal,40262.38764,40262.38753,13.29806805,13.29955697,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0304m.txt,40262.38764,0,5.69E-07,0,Optimal,40262.38764,2.79E-09,2.79E-09,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_200_0.cbf,Optimal,-0.141089506,-0.141089776,587.9515722,587.9518681,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_200_0.txt,-0.141089506,1.39E-17,5.33E-07,0,Optimal,-0.141089468,1.91E-06,2.18E-06,1.14E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,estein5_nr21.cbf,Optimal,1.818179302,1.818179302,1.202049971,1.202278137,PAJ_NEW_MSD_CPLEX_tols_MOSEK.estein5_nr21.txt,1.818179302,2.78E-17,4.60E-07,0,Optimal,1.818179297,0.00E+00,2.69E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,shortfall_100_0.cbf,Optimal,-1.114112251,-1.114123375,561.0982549,561.0985031,PAJ_NEW_MSD_CPLEX_tols_MOSEK.shortfall_100_0.txt,-1.114112251,2.22E-16,3.97E-07,0,Optimal,-1.114112248,9.98E-06,9.99E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,shortfall_40_0.cbf,Optimal,-1.08321681,-1.08322752,2.659207106,2.659428835,PAJ_NEW_MSD_CPLEX_tols_MOSEK.shortfall_40_0.txt,-1.08321681,3.33E-16,3.55E-07,0,Optimal,-1.0832168,9.89E-06,9.90E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_20_0.cbf,Optimal,-0.079784856,-0.079784856,0.017271042,0.017420053,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_20_0.txt,-0.079784856,1.11E-16,3.14E-07,0,Optimal,-0.079784866,0.00E+00,1.25E-07,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_200_1.cbf,Optimal,-0.142745684,-0.142745876,865.5940571,865.5943608,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_200_1.txt,-0.142745684,1.11E-16,2.77E-07,0,Optimal,-0.142745585,1.34E-06,2.03E-06,1.52E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,shortfall_100_1.cbf,Optimal,-1.106349716,-1.106360692,231.1370442,231.1373229,PAJ_NEW_MSD_CPLEX_tols_MOSEK.shortfall_100_1.txt,-1.106349716,3.05E-16,2.72E-07,0,Optimal,-1.10634969,9.92E-06,9.94E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_40_0.cbf,Optimal,-0.076010022,-0.076010022,0.302206039,0.302433014,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_40_0.txt,-0.076010022,2.78E-17,2.70E-07,0,Optimal,-0.076010008,0.00E+00,1.91E-07,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_100_1.cbf,Optimal,-0.072089859,-0.072089859,41.97253299,41.97285891,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_100_1.txt,-0.072089859,5.55E-17,2.57E-07,0,Optimal,-0.072089841,0.00E+00,2.49E-07,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,classical_50_1.cbf,Optimal,-0.094760236,-0.094761039,5.498888016,5.499119043,PAJ_NEW_MSD_CPLEX_tols_MOSEK.classical_50_1.txt,-0.094760236,1.11E-16,2.50E-07,0,Optimal,-0.094760225,8.47E-06,8.59E-06,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,shortfall_50_0.cbf,Optimal,-1.095423591,-1.095433199,37.83228517,37.83253503,PAJ_NEW_MSD_CPLEX_tols_MOSEK.shortfall_50_0.txt,-1.095423591,1.11E-16,2.47E-07,0,Optimal,-1.095423587,8.77E-06,8.77E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_100_0.cbf,Optimal,-0.097460499,-0.097461118,228.2751639,228.2754531,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_100_0.txt,-0.097460499,2.22E-16,2.39E-07,0,Optimal,-0.097460453,6.35E-06,6.83E-06,1.07E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,classical_40_0.cbf,Optimal,-0.081521074,-0.081521074,1.467698812,1.467941999,PAJ_NEW_MSD_CPLEX_tols_MOSEK.classical_40_0.txt,-0.081521074,2.08E-17,2.37E-07,0,Optimal,-0.081521061,0.00E+00,1.54E-07,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,classical_20_0.cbf,Optimal,-0.082295158,-0.082295158,0.054969072,0.055140018,PAJ_NEW_MSD_CPLEX_tols_MOSEK.classical_20_0.txt,-0.082295158,2.22E-16,2.11E-07,0,Optimal,-0.082295154,0.00E+00,5.26E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_50_1.cbf,Optimal,-0.085694809,-0.085694809,0.377451897,0.377660036,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_50_1.txt,-0.085694809,1.39E-17,1.43E-07,0,Optimal,-0.085694765,0.00E+00,5.13E-07,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_30_0.cbf,Optimal,-0.045451448,-0.045451448,0.058073997,0.058247805,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_30_0.txt,-0.045451448,1.11E-16,1.40E-07,0,Optimal,-0.045451446,0.00E+00,2.55E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,tls4.cbf,Optimal,8.3,8.3,6.26089716,6.262349129,PAJ_NEW_MSD_CPLEX_tols_MOSEK.tls4.txt,8.3,0,1.07E-07,0,Optimal,8.3,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,robust_50_0.cbf,Optimal,-0.086088436,-0.086088436,0.046903849,0.047091007,PAJ_NEW_MSD_CPLEX_tols_MOSEK.robust_50_0.txt,-0.086088436,1.21E-16,9.05E-09,0,Optimal,-0.086088437,0.00E+00,1.21E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,classical_30_0.cbf,Optimal,-0.079814496,-0.079814496,0.082326889,0.082496881,PAJ_NEW_MSD_CPLEX_tols_MOSEK.classical_30_0.txt,-0.079814496,1.78E-10,5.36E-11,0,Optimal,-0.079814496,0.00E+00,1.51E-12,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-30-150.cbf,Optimal,468.1561123,468.1561123,1440.634962,1440.657917,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-30-150.txt,468.1561123,2.02E-09,0,5.00E-07,Optimal,468.1561279,0.00E+00,3.35E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-30-300.cbf,Optimal,760.3496909,760.3496909,1222.363575,1222.403116,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-30-300.txt,760.3496909,1.33E-15,0,5.00E-07,Optimal,760.3497003,0.00E+00,1.25E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-20-150.cbf,Optimal,568.7167212,568.7167212,106.02671,106.0450401,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-20-150.txt,568.7167212,3.44E-15,0,4.99E-07,Optimal,568.7167265,0.00E+00,9.25E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-30-200.cbf,Optimal,554.9146936,554.9146936,416.8318579,416.8583519,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-30-200.txt,554.9146936,1.33E-15,0,4.99E-07,Optimal,554.914702,0.00E+00,1.52E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-20-150.cbf,Optimal,568.7167181,568.7167181,1288.318583,1288.338117,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-20-150.txt,568.7167181,4.85E-10,0,4.99E-07,Optimal,568.7167265,0.00E+00,1.47E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-10-150.cbf,Optimal,709.6475721,709.6475721,155.4836929,155.4886529,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-10-150.txt,709.6475721,7.44E-15,0,4.99E-07,Optimal,709.6475774,0.00E+00,7.40E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-10-150.cbf,Optimal,709.6475694,709.6475694,46.03057003,46.03632116,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-10-150.txt,709.6475694,6.66E-16,0,4.99E-07,Optimal,709.6475774,0.00E+00,1.13E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-20-100.cbf,Optimal,399.5370988,399.5370988,756.4339571,756.441196,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-20-100.txt,399.5370988,4.44E-16,0,4.99E-07,Optimal,399.5371108,0.00E+00,3.00E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-30-100.cbf,Optimal,355.2403388,355.2403388,117.2292562,117.2476048,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-30-100.txt,355.2403388,9.99E-16,0,4.99E-07,Optimal,355.2403495,0.00E+00,3.00E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-10-100.cbf,Optimal,540.2875193,540.2875193,8.557218075,8.561252832,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-10-100.txt,540.2875193,2.22E-16,0,4.99E-07,Optimal,540.2875211,0.00E+00,3.33E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-30-100.cbf,Optimal,355.2403356,355.2403356,397.1419439,397.1603611,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-30-100.txt,355.2403356,1.17E-15,0,4.97E-07,Optimal,355.2403495,8.32E-15,3.90E-08,4.68E+06,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-30-150.cbf,Optimal,468.1561268,468.1561268,229.272779,229.3706012,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-30-150.txt,468.1561268,4.44E-16,0,4.97E-07,Optimal,468.1561279,0.00E+00,2.53E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-psc-20-100.cbf,Optimal,399.5371057,399.5371057,67.82816219,67.83627677,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-psc-20-100.txt,399.5371057,6.66E-16,0,4.94E-07,Optimal,399.5371108,0.00E+00,1.28E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,uflquad-nopsc-10-100.cbf,Optimal,540.287519,540.287519,36.29944015,36.30274916,PAJ_NEW_MSD_CPLEX_tols_MOSEK.uflquad-nopsc-10-100.txt,540.287519,6.11E-16,0,4.89E-07,Optimal,540.2875211,0.00E+00,3.76E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,pp-n100-d10000.cbf,Optimal,19855.6452,19855.453,718.350769,718.3513579,PAJ_NEW_MSD_CPLEX_tols_MOSEK.pp-n100-d10000.txt,19855.6452,0,0,4.73E-07,Optimal,19855.64529,9.68E-06,9.68E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,stolpe07-8.1flowc.cbf,Optimal,6.94959903,6.94959903,10.35865116,10.35925198,PAJ_NEW_MSD_CPLEX_tols_MOSEK.stolpe07-8.1flowc.txt,6.94959903,8.88E-16,0,4.21E-07,Optimal,6.949599381,0.00E+00,5.05E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,pp-n10-d10000.cbf,Optimal,1481.465434,1481.456177,0.071910858,0.072120905,PAJ_NEW_MSD_CPLEX_tols_MOSEK.pp-n10-d10000.txt,1481.465434,0,0,3.99E-07,Optimal,1481.465468,6.25E-06,6.27E-06,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,b1bigflowc.cbf,Optimal,5.777365664,5.777315397,538.9698081,538.9716229,PAJ_NEW_MSD_CPLEX_tols_MOSEK.b1bigflowc.txt,5.777365664,1.75E-15,0,3.80E-07,Optimal,5.777366165,8.70E-06,8.79E-06,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m10_o5_5.cbf,Optimal,29070,29070,5.715223074,5.715578794,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m10_o5_5.txt,29070,5.68E-14,0,3.16E-07,Optimal,29070,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-25-4.cbf,Optimal,311720.9539,311718.3258,0.460681915,0.460916042,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-25-4.txt,311720.9539,1.11E-16,0,2.73E-07,Optimal,311720.939,8.43E-06,8.38E-06,9.94E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-20-8.cbf,Optimal,600349.9827,600343.9811,336.3940799,336.3943849,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-20-8.txt,600349.9827,1.11E-16,0,2.46E-07,Optimal,600350.0616,1.00E-05,1.01E-05,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,stolpe07-8.2flowc.cbf,Optimal,15.8191794,15.81905542,69.93218398,69.93318415,PAJ_NEW_MSD_CPLEX_tols_MOSEK.stolpe07-8.2flowc.txt,15.8191794,4.44E-16,0,2.38E-07,Optimal,15.81918066,7.84E-06,7.92E-06,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-15-4.cbf,Optimal,327997.8089,327994.5493,4.680243969,4.680497885,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-15-4.txt,327997.8089,0,0,1.77E-07,Optimal,327997.69,9.94E-06,9.58E-06,9.64E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-30-4.cbf,Optimal,264127.5003,264124.8755,3.11995101,3.120155811,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-30-4.txt,264127.5003,8.88E-16,0,1.70E-07,Optimal,264127.4977,9.94E-06,9.93E-06,9.99E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,achtziger_stolpe06-6.1flowc.cbf,Optimal,1.856340197,1.856340197,0.090250015,0.090439081,PAJ_NEW_MSD_CPLEX_tols_MOSEK.achtziger_stolpe06-6.1flowc.txt,1.856340197,2.78E-16,0,1.39E-07,Optimal,1.856340224,0.00E+00,1.49E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-25-8.cbf,Optimal,500753.2262,500748.2191,561.579313,561.5795929,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-25-8.txt,500753.2262,0,0,6.64E-08,Optimal,500753.0868,1.00E-05,9.72E-06,9.72E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-15-4.cbf,Optimal,327997.8861,327994.6328,4.057745934,4.0579741,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-15-4.txt,327997.8861,0,0,5.50E-08,Optimal,327997.7645,9.92E-06,9.55E-06,9.63E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-20-8.cbf,Optimal,600350.2386,600344.2413,111.698149,111.698426,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-20-8.txt,600350.2386,0,0,5.30E-08,Optimal,600349.5576,9.99E-06,8.86E-06,8.86E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,pp-n10-d10.cbf,Optimal,72.48127636,72.48127636,0.03243804,0.032604933,PAJ_NEW_MSD_CPLEX_tols_MOSEK.pp-n10-d10.txt,72.48127636,0,0,4.59E-08,Optimal,72.48127654,0.00E+00,2.36E-09,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m10_o3_5.cbf,Optimal,18596,18596,0.754201174,0.754498005,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m10_o3_5.txt,18596,1.42E-14,0,4.21E-08,Optimal,18596,0.00E+00,5.28E-15,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-30-8.cbf,Optimal,528766.2342,528760.9466,457.854476,457.8547661,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-30-8.txt,528766.2342,0,0,4.15E-08,Optimal,528766.2561,1.00E-05,1.00E-05,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,achtziger_stolpe07-5.2flowc.cbf,Optimal,49.14061144,49.1401314,495.7560949,495.756474,PAJ_NEW_MSD_CPLEX_tols_MOSEK.achtziger_stolpe07-5.2flowc.txt,49.14061144,1.47E-14,0,3.42E-08,Optimal,49.14061403,9.77E-06,9.82E-06,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-20-4.cbf,Optimal,287810.4485,287807.6524,0.541254044,0.541481018,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-20-4.txt,287810.4485,1.11E-16,0,3.00E-08,Optimal,287810.3021,9.72E-06,9.21E-06,9.48E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-30-4.cbf,Optimal,264127.5916,264124.9559,10.70479393,10.70504808,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-30-4.txt,264127.5916,8.88E-16,0,2.51E-08,Optimal,264127.5149,9.98E-06,9.69E-06,9.71E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-25-4.cbf,Optimal,311721.1207,311718.021,0.388068914,0.388295889,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-25-4.txt,311721.1207,0,0,1.89E-08,Optimal,311721.025,9.94E-06,9.64E-06,9.69E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-15-8.cbf,Optimal,622512.7226,622506.5025,125.018894,125.0191741,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-15-8.txt,622512.7226,0,0,1.75E-08,Optimal,622512.1136,9.99E-06,9.01E-06,9.02E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-15-8.cbf,Optimal,622512.7251,622506.501,718.2773201,718.2776389,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-15-8.txt,622512.7251,1.11E-16,0,1.57E-08,Optimal,622512.6932,1.00E-05,9.95E-06,9.95E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-weak-30-8.cbf,Optimal,528766.2632,528760.9758,390.5456529,390.545928,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-weak-30-8.txt,528766.2632,1.11E-16,0,1.50E-08,Optimal,528766.1495,1.00E-05,9.78E-06,9.78E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,sssd-strong-20-4.cbf,Optimal,287810.4602,287808.3698,0.314283133,0.314455986,PAJ_NEW_MSD_CPLEX_tols_MOSEK.sssd-strong-20-4.txt,287810.4602,0,0,1.20E-08,Optimal,287810.3415,7.26E-06,6.85E-06,9.43E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m20_o1_5.cbf,Optimal,14635,14635,0.55006814,0.550570011,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m20_o1_5.txt,14635,0,0,9.96E-09,Optimal,14635,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,20_0_5_w.cbf,Optimal,3.78E+06,3.78E+06,20.07902288,20.08081985,PAJ_NEW_MSD_CPLEX_tols_MOSEK.20_0_5_w.txt,3.78E+06,3.94E-07,0,8.90E-09,Optimal,3.78E+06,9.55E-06,9.54E-06,9.99E-01,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,10_0_5_w.cbf,Optimal,1.96E+06,1.96E+06,3.990399122,3.991449118,PAJ_NEW_MSD_CPLEX_tols_MOSEK.10_0_5_w.txt,1.96E+06,1.14E-07,0,6.14E-09,Optimal,1.96E+06,0.00E+00,2.68E-10,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,achtziger_stolpe06-6.5flowc.cbf,Optimal,5.998253315,5.998234787,456.7835071,456.7849691,PAJ_NEW_MSD_CPLEX_tols_MOSEK.achtziger_stolpe06-6.5flowc.txt,5.998253315,5.55E-16,0,3.28E-09,Optimal,5.998253421,3.09E-06,3.11E-06,1.01E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,achtziger_stolpe07-5.3flowc.cbf,Optimal,7.716052157,7.716052157,3.597554922,3.597954035,PAJ_NEW_MSD_CPLEX_tols_MOSEK.achtziger_stolpe07-5.3flowc.txt,7.716052157,2.22E-16,0,6.19E-10,Optimal,7.716052324,0.00E+00,2.17E-08,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0205m.cbf,Optimal,8092.500005,8092.5,149.510426,149.5121479,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0205m.txt,8092.500005,1.55E-10,0,0,Optimal,8092.500005,5.98E-10,5.98E-10,1.00E+00,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0305h.cbf,Optimal,8092.5,8092.5,138.6041281,138.607543,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0305h.txt,8092.5,2.45E-11,0,0,Optimal,8092.500003,0.00E+00,3.89E-10,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0205h.cbf,Optimal,8092.5,8092.5,73.50662208,73.50952005,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0205h.txt,8092.5,5.70E-11,0,0,Optimal,8092.500003,0.00E+00,3.89E-10,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0204h.cbf,Optimal,6545,6545,19.15134692,19.15327001,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0204h.txt,6545,8.31E-10,0,0,Optimal,6545,0.00E+00,6.19E-11,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m10_o3_5.cbf,Optimal,29489,29489,13.14605498,13.14636803,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m10_o3_5.txt,29489,0,0,0,Optimal,29489,0.00E+00,1.01E-14,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0305m.cbf,Optimal,8092.5,8092.5,111.1221201,111.1240499,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0305m.txt,8092.5,0,0,0,Optimal,8092.5,0.00E+00,8.65E-15,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m10_o1_5.cbf,Optimal,19331,19331,0.297893047,0.298193932,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m10_o1_5.txt,19331,0,0,0,Optimal,19331,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m10_o5_5.cbf,Optimal,18365,18365,0.672565937,0.672899961,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m10_o5_5.txt,18365,0,0,0,Optimal,18365,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m20_o3_5.cbf,Optimal,13652,13652,0.790103912,0.790521145,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m20_o3_5.txt,13652,0,0,0,Optimal,13652,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n50_m20_o5_5.cbf,Optimal,13070,13070,0.413964033,0.414464951,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n50_m20_o5_5.txt,13070,5.68E-14,0,0,Optimal,13070,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m10_o1_5.cbf,Optimal,30802,30802,3.24756813,3.247929811,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m10_o1_5.txt,30802,1.42E-14,0,0,Optimal,30802,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m20_o1_5.cbf,Optimal,27332,27332,14.80538607,14.80582404,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m20_o1_5.txt,27332,1.42E-14,0,0,Optimal,27332,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m20_o3_5.cbf,Optimal,25584,25584,56.87337708,56.87382102,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m20_o3_5.txt,25584,2.84E-14,0,0,Optimal,25584,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,ck_n75_m20_o5_5.cbf,Optimal,24838,24838,38.13652396,38.1369698,PAJ_NEW_MSD_CPLEX_tols_MOSEK.ck_n75_m20_o5_5.txt,24838,2.12E-06,0,0,Optimal,24838,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,clay0204m.cbf,Optimal,6545,6545,38.15334892,38.15449309,PAJ_NEW_MSD_CPLEX_tols_MOSEK.clay0204m.txt,6545,1.60E-11,0,0,Optimal,6545,0.00E+00,0.00E+00,#DIV/0!,,,
PAJ_NEW_MSD_CPLEX_tols_MOSEK,achtziger_stolpe06-6.2flowc.cbf, , , , , ,PAJ_NEW_MSD_CPLEX_tols_MOSEK.achtziger_stolpe06-6.2flowc.txt, , , , , , ,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
